property_id,price
d56159653f5d2abc5ed5acd7,597871642
45550aa81c0151f1fd9fd8fe,850402998
735deef3382aa15930482f3e,844403482
0dd49fa8bb7be52b851c6dc9,756398692
7d3220a91e78f8bc2924d1cd,872871560
d3054072b2175deec2c1f8dc,620272720
b7574b06d593fca4eac59815,638769577
79e822115c5c1a4531366001,601089770
d3ed5316a463d38c1bd321d0,871479694
2f1880c9b8f7ac2715e1236d,776488931
dcca1c7f109175760ff531c6,656569080
dfc4f3facf91bbd93ee0fa4d,450054774
30e134a6cbe61d7954d0f56b,431848770
385fee7bd9ad7722d45dd034,571004089
87199c236bf22903d1aafdd0,536791852
19e19ad0cd6b5e84d8aa970e,644308654
907f968e78d748fde69dd44f,590870365
be094e5db0f784e3aa013aae,585593957
7ab96f83915bc84f8c03c1bd,602560776
07f4aa9b9ff5b0b05d31e6c0,1011625872
e9be8cd37abed8ab510ba1f5,1119083931
5f6ad58df27b562db077b5ce,695798972
ee96d947484aaace40f9b77f,808358885
15c4aef8401208054697b81e,1402752691
22d6cb11333f2839b8112b89,1311576043
288c09c33907dadbae495c11,1102706985
f71d2bca0c5fe2720a1544c4,731132321
451744cf3ce55a98db8a3562,678521182
fba9ae05a6a8a9e0c6268a9f,548866907
1338e58f7dcebf5a1ea59388,727561430
a817e8da0ada143ac87277ee,470978335
46d8bb3e9a0ca584d3c7a317,932877078
b2506aa9463aebf01e1e00ca,595599506
7ec025b9b6e6f33bf65af41b,621546961
2ff531e27672ecd2362eed55,799267967
9b3cf0d1b91b9c6a2a887647,611112128
7db5291ce4602d9b2b266872,512312639
65d5918e826c33bb950fc008,640423255
395c34e4b8f52cbdb0522459,699600771
855f4b67d2bd6d18fd03d8e7,862865711
9ff06409b37e5b5dece4604a,581431060
0508cd7bd2c77ebb6fea1e56,565321861
b45fff2e718e54772d46a3fd,664126321
cf4d2297b73dbc357d21e31b,569140897
0ada7044c5b29925abc90879,660200302
6305f02255274ab5fb6bd39c,801302566
d9a94194ae1350512beff3e6,898992692
e3896296cb80d50d9ad3f903,943773494
6514f355887c64136edb5595,989893789
f03400cc18e12903b3ffbe5a,1022084215
4e134600155a64783b3f8c3e,803172441
d63ebc63c82fbf66d8b6ffd3,785732988
1bd64811bd59706844230198,1006167629
a83921284639eedd4a511cb6,694443080
a2f3f7a1cd573e2a33f52e2d,704254621
47344a66471fa51f61c64652,664298696
78fd849c9429091347d7e5c9,718111532
c3daf2abea55af99c9579319,639823258
52864916eb1984abca41ec66,802999702
c62494a9d7aede44f2f84023,983821080
a2b576643f7a032371587e5e,1385442376
e53bc68f0e97ccead24f3e56,632104526
