"property_id","price"
"d56159653f5d2abc5ed5acd7",4490280.49064562
"45550aa81c0151f1fd9fd8fe",15621391.2032084
"735deef3382aa15930482f3e",160620361.950993
"0dd49fa8bb7be52b851c6dc9",72995851.0255795
"7d3220a91e78f8bc2924d1cd",15314016.8125689
"d3054072b2175deec2c1f8dc",7214600.61248956
"b7574b06d593fca4eac59815",3061092.09135262
"79e822115c5c1a4531366001",31974732.6114458
"d3ed5316a463d38c1bd321d0",14044250.0034472
"2f1880c9b8f7ac2715e1236d",10541975.8896209
"dcca1c7f109175760ff531c6",48919682.7610849
"dfc4f3facf91bbd93ee0fa4d",1397884.71430339
"30e134a6cbe61d7954d0f56b",30353551.0604812
"385fee7bd9ad7722d45dd034",878846.98343758
"87199c236bf22903d1aafdd0",1262292.38559239
"19e19ad0cd6b5e84d8aa970e",3368495.77389854
"907f968e78d748fde69dd44f",1245750.54846029
"be094e5db0f784e3aa013aae",9349226.19721166
"7ab96f83915bc84f8c03c1bd",19212000.8270305
"07f4aa9b9ff5b0b05d31e6c0",10742109.1112203
"e9be8cd37abed8ab510ba1f5",11702068.5593134
"5f6ad58df27b562db077b5ce",17405262.702257
"ee96d947484aaace40f9b77f",11127581.8886053
"15c4aef8401208054697b81e",37962389.4341496
"22d6cb11333f2839b8112b89",17501502.9402292
"288c09c33907dadbae495c11",37365569.0001271
"f71d2bca0c5fe2720a1544c4",12815905.6459986
"451744cf3ce55a98db8a3562",24488164.697588
"fba9ae05a6a8a9e0c6268a9f",7195772.98283555
"1338e58f7dcebf5a1ea59388",9179139.30195492
"a817e8da0ada143ac87277ee",20852957.9221147
"46d8bb3e9a0ca584d3c7a317",1254951996.72824
"b2506aa9463aebf01e1e00ca",4925324.23669484
"7ec025b9b6e6f33bf65af41b",18370617.0416401
"2ff531e27672ecd2362eed55",11598784.0538314
"9b3cf0d1b91b9c6a2a887647",2957465.51902704
"7db5291ce4602d9b2b266872",2821069.9914382
"65d5918e826c33bb950fc008",9361574.25021871
"395c34e4b8f52cbdb0522459",1767540.18325756
"855f4b67d2bd6d18fd03d8e7",12737460.1864257
"9ff06409b37e5b5dece4604a",14693592.2904024
"0508cd7bd2c77ebb6fea1e56",12321833.3520332
"b45fff2e718e54772d46a3fd",80096588.4656148
"cf4d2297b73dbc357d21e31b",27530840.6747322
"0ada7044c5b29925abc90879",64362485.8769199
"6305f02255274ab5fb6bd39c",84489365.3422068
"d9a94194ae1350512beff3e6",46095809.5627911
"e3896296cb80d50d9ad3f903",33945640.5609526
"6514f355887c64136edb5595",34420149.0628685
"f03400cc18e12903b3ffbe5a",13151494.6895259
"4e134600155a64783b3f8c3e",4135350.41434509
"d63ebc63c82fbf66d8b6ffd3",231383330.892595
"1bd64811bd59706844230198",6123541.81235681
"a83921284639eedd4a511cb6",6275462.73886287
"a2f3f7a1cd573e2a33f52e2d",3867369.42317239
"47344a66471fa51f61c64652",12151017.0418591
"78fd849c9429091347d7e5c9",86154454.1340181
"c3daf2abea55af99c9579319",4227152.13492133
"52864916eb1984abca41ec66",233798887.239015
"c62494a9d7aede44f2f84023",20441981.7394118
"a2b576643f7a032371587e5e",45284578.2521818
"e53bc68f0e97ccead24f3e56",5989122.10086203
"fd82c710aad91bc90af490fe",8976121.38713893
"d436abc2ee37ba3dd561e940",5051751.20252009
"216a598114a403676011cb51",169681273.423684
"ea230d5eccd2b687888173bb",2225584.22920227
"18bd0dd7580f2a7cb19a90b9",2071368.88827049
"b143c8ca6d334f6a73c3f2a0",7823230.8925811
"ab388cb4fa511968783bafee",8088218.66470294
"6a4f08cd04d558a56af732d9",7286199.89043165
"7216c895aa047c4f405c4941",1821412.73477059
"a493488dcd906dc74cf8a604",8867469.3497641
"7844b0b2bc65dced90a355c6",8490643.94460235
"c1976383069b6b82ab29d092",135141410.77468
"e5cfd99e2308b7b73581dbdc",7653244.98520596
