"property_id","price"
"d56159653f5d2abc5ed5acd7",417994476.318359
"45550aa81c0151f1fd9fd8fe",678192260.742188
"735deef3382aa15930482f3e",637510742.1875
"0dd49fa8bb7be52b851c6dc9",637859252.929688
"7d3220a91e78f8bc2924d1cd",577421264.648438
"d3054072b2175deec2c1f8dc",330809906.005859
"b7574b06d593fca4eac59815",327928985.595703
"79e822115c5c1a4531366001",373138671.875
"d3ed5316a463d38c1bd321d0",619852661.132812
"2f1880c9b8f7ac2715e1236d",490616577.148438
"dcca1c7f109175760ff531c6",427092987.060547
"dfc4f3facf91bbd93ee0fa4d",209545471.191406
"30e134a6cbe61d7954d0f56b",284380218.505859
"385fee7bd9ad7722d45dd034",324548736.572266
"87199c236bf22903d1aafdd0",308275543.212891
"19e19ad0cd6b5e84d8aa970e",298970733.642578
"907f968e78d748fde69dd44f",338090911.865234
"be094e5db0f784e3aa013aae",368324554.443359
"7ab96f83915bc84f8c03c1bd",376808319.091797
"07f4aa9b9ff5b0b05d31e6c0",662831604.003906
"e9be8cd37abed8ab510ba1f5",755868286.132812
"5f6ad58df27b562db077b5ce",410840179.443359
"ee96d947484aaace40f9b77f",558319946.289062
"15c4aef8401208054697b81e",984896118.164062
"22d6cb11333f2839b8112b89",873421630.859375
"288c09c33907dadbae495c11",874151489.257812
"f71d2bca0c5fe2720a1544c4",451899566.650391
"451744cf3ce55a98db8a3562",436891204.833984
"fba9ae05a6a8a9e0c6268a9f",327517730.712891
"1338e58f7dcebf5a1ea59388",445646759.033203
"a817e8da0ada143ac87277ee",230980621.337891
"46d8bb3e9a0ca584d3c7a317",567897277.832031
"b2506aa9463aebf01e1e00ca",319603668.212891
"7ec025b9b6e6f33bf65af41b",420585266.113281
"2ff531e27672ecd2362eed55",553823242.1875
"9b3cf0d1b91b9c6a2a887647",378288116.455078
"7db5291ce4602d9b2b266872",296528839.111328
"65d5918e826c33bb950fc008",360280548.095703
"395c34e4b8f52cbdb0522459",374652679.443359
"855f4b67d2bd6d18fd03d8e7",550552001.953125
"9ff06409b37e5b5dece4604a",344679626.464844
"0508cd7bd2c77ebb6fea1e56",340058990.478516
"b45fff2e718e54772d46a3fd",455494873.046875
"cf4d2297b73dbc357d21e31b",316616424.560547
"0ada7044c5b29925abc90879",388635955.810547
"6305f02255274ab5fb6bd39c",560680175.78125
"d9a94194ae1350512beff3e6",660279052.734375
"e3896296cb80d50d9ad3f903",627076782.226562
"6514f355887c64136edb5595",622199707.03125
"f03400cc18e12903b3ffbe5a",741154113.769531
"4e134600155a64783b3f8c3e",499161163.330078
"d63ebc63c82fbf66d8b6ffd3",556258972.167969
"1bd64811bd59706844230198",705995727.539062
"a83921284639eedd4a511cb6",667450439.453125
"a2f3f7a1cd573e2a33f52e2d",453966644.287109
"47344a66471fa51f61c64652",417509643.554688
"78fd849c9429091347d7e5c9",474147125.244141
"c3daf2abea55af99c9579319",438209289.550781
"52864916eb1984abca41ec66",590402587.890625
"c62494a9d7aede44f2f84023",667807983.398438
"a2b576643f7a032371587e5e",1017699951.17188
"e53bc68f0e97ccead24f3e56",406322265.625
"fd82c710aad91bc90af490fe",356924896.240234
"d436abc2ee37ba3dd561e940",521558471.679688
"216a598114a403676011cb51",655262268.066406
"ea230d5eccd2b687888173bb",581018066.40625
"18bd0dd7580f2a7cb19a90b9",308362762.451172
"b143c8ca6d334f6a73c3f2a0",213655166.625977
"ab388cb4fa511968783bafee",372894989.013672
"6a4f08cd04d558a56af732d9",418647094.726562
"7216c895aa047c4f405c4941",215879119.873047
"a493488dcd906dc74cf8a604",502974700.927734
"7844b0b2bc65dced90a355c6",382344879.150391
"c1976383069b6b82ab29d092",521086059.570312
