property_id,price
d56159653f5d2abc5ed5acd7,597871641
45550aa81c0151f1fd9fd8fe,850402997
735deef3382aa15930482f3e,844403481
0dd49fa8bb7be52b851c6dc9,756398691
7d3220a91e78f8bc2924d1cd,872871560
d3054072b2175deec2c1f8dc,620272720
b7574b06d593fca4eac59815,638769576
79e822115c5c1a4531366001,601089770
d3ed5316a463d38c1bd321d0,871479694
2f1880c9b8f7ac2715e1236d,776488930
dcca1c7f109175760ff531c6,656569080
dfc4f3facf91bbd93ee0fa4d,450054774
30e134a6cbe61d7954d0f56b,431848769
385fee7bd9ad7722d45dd034,571004089
87199c236bf22903d1aafdd0,536791852
19e19ad0cd6b5e84d8aa970e,644308653
907f968e78d748fde69dd44f,590870365
be094e5db0f784e3aa013aae,585593957
7ab96f83915bc84f8c03c1bd,602560776
07f4aa9b9ff5b0b05d31e6c0,1011625871
e9be8cd37abed8ab510ba1f5,1119083931
5f6ad58df27b562db077b5ce,695798972
ee96d947484aaace40f9b77f,808358884
15c4aef8401208054697b81e,1402752691
22d6cb11333f2839b8112b89,1311576042
288c09c33907dadbae495c11,1102706984
f71d2bca0c5fe2720a1544c4,731132321
451744cf3ce55a98db8a3562,678521182
fba9ae05a6a8a9e0c6268a9f,548866906
1338e58f7dcebf5a1ea59388,727561429
a817e8da0ada143ac87277ee,470978335
46d8bb3e9a0ca584d3c7a317,932877077
b2506aa9463aebf01e1e00ca,595599505
7ec025b9b6e6f33bf65af41b,621546961
2ff531e27672ecd2362eed55,799267967
9b3cf0d1b91b9c6a2a887647,611112128
7db5291ce4602d9b2b266872,512312638
65d5918e826c33bb950fc008,640423254
395c34e4b8f52cbdb0522459,699600770
855f4b67d2bd6d18fd03d8e7,862865711
9ff06409b37e5b5dece4604a,581431060
0508cd7bd2c77ebb6fea1e56,565321861
b45fff2e718e54772d46a3fd,664126320
cf4d2297b73dbc357d21e31b,569140896
0ada7044c5b29925abc90879,660200301
6305f02255274ab5fb6bd39c,801302565
d9a94194ae1350512beff3e6,898992691
e3896296cb80d50d9ad3f903,943773494
6514f355887c64136edb5595,989893788
f03400cc18e12903b3ffbe5a,1022084214
4e134600155a64783b3f8c3e,803172441
d63ebc63c82fbf66d8b6ffd3,785732988
1bd64811bd59706844230198,1006167629
a83921284639eedd4a511cb6,694443080
a2f3f7a1cd573e2a33f52e2d,704254621
47344a66471fa51f61c64652,664298695
78fd849c9429091347d7e5c9,718111531
c3daf2abea55af99c9579319,639823257
52864916eb1984abca41ec66,802999702
c62494a9d7aede44f2f84023,983821080
a2b576643f7a032371587e5e,1385442376
e53bc68f0e97ccead24f3e56,632104525
fd82c710aad91bc90af490fe,692378759
d436abc2ee37ba3dd561e940,793359788
216a598114a403676011cb51,844576981
ea230d5eccd2b687888173bb,768798031
18bd0dd7580f2a7cb19a90b9,572606402
b143c8ca6d334f6a73c3f2a0,513144680
ab388cb4fa511968783bafee,612368553
6a4f08cd04d558a56af732d9,619336940
7216c895aa047c4f405c4941,515068218
a493488dcd906dc74cf8a604,815991472
7844b0b2bc65dced90a355c6,650743078
c1976383069b6b82ab29d092,831659167
e5cfd99e2308b7b73581dbdc,563685368
c18c2ea88f4ac53970b53d2c,607449660
842c9f0e4edf1e5a672ce15e,869205548
7dd1e46dcbddc6bf5ef694de,721023524
6cc4f32b39180bd1ec7e117b,693968921
79e643789a85dc4ffad49a25,1118765329
b3402a9173d289d6db78e09d,1138186546
a446507813234e358db8b573,889565403
c8ef57ddfb35061d1876f94e,804236098
360be0df2c003005e3db080e,1035730967
9ab245a4c91877cb7a8661ce,883733510
a57a34c7486e7a40e8deb316,1032408237
ceba7d0f56f6cb03538962fb,654998771
d5475993f9db58c3e4baf7a3,788502945
d37a1dda09e30da13ff5bfc3,847246134
68a8b8d077a8232723bf37e9,707124371
e1eea7716ca6490b7640717a,666862955
4ae6d75b10848d259ecba576,795744127
17afbce5c0b56732abbea936,991438125
84a2673eccd3cf3bd7fd3eb0,802836071
f2f4e6cbafe527b155707f01,1332378939
de2e3a592cda5b76c9573c5c,925194904
fac651cf404a58f24dc7d286,1562932472
e6f312a0877af26b69855a3d,1384675346
333a643c623a9bc75f3a40f2,1316956750
64593641e470908ef23b46cb,1031350927
ce9f2f0071be658ae75ca6f9,1388557763
9ab385e399a4673732b6a799,835967895
3429c774b736cefc051e2c55,563834183
a51ad0372758b2bbfe73f8fd,621279117
8c801a266256e3fbabe7e3d2,737015129
ca2f81b8fb6fda20aefb0ccb,632605487
3c1b1f86087f9b99380e387c,929291082
b0cad5d612954b8cab18101c,949283437
7eb991f4c69215377e4dac8f,848420315
0d130b8bea4321300396fa34,1245170252
8dfa059401e1dca80ae65ae1,827798503
3e3f264cd0ac7a65ed2349a2,1032639510
112dce80bf512f3f24391d23,607418712
ff25ded6333278149f8fb68f,684987855
d555b82c192794e87e9d536f,719726860
a787382d96ef9fce8f27bc70,969269506
8c3aa295f7bcfd9a43eb2037,867688637
13ac95652fb3cf6c43dafc66,583972079
42fc6a80b882c32f6264ac10,550955877
1e9c53e09220d689a0210ab9,453683602
3348706086aa3db5c92259c3,601955858
66d402a9b7d05f29282ddb00,654520950
cf88be51d6f31c10e5868ff7,441975454
30b3f38716be209a894b0942,513762954
0a5908a92d0ba3e36f54b1f3,674691243
dd206b6ea2d7f6555109ea39,779353351
c641febd8bc2ece3e4d2d8b6,718249911
c11fdc02a288af0572a2bca1,853595140
35dc60a65969b264ab283d6d,759233858
d9cb0f637cd4feaaaf8a21c0,847005960
7e8dfae9a5f1faf8afa706f7,590748498
a280fe7610c254b935c9dcfc,844954571
85524880fdc4e4daf90e96fd,744591590
f361109d06f6609c16724b39,640488515
3f6b2f0c0876c21755369cb6,801384220
de26819064a290ce78d8fcc1,647754459
91be1260a84ab7fa3521c495,1309571165
18c8dc4549d38c918af2972e,831421750
782b0fb8641849c2c34291e6,617523934
54933f8b33a4fd6f031ed5be,862323021
953176c9a901b4f61c030432,733792217
357e2add3d68167a4f3ce15e,847836631
90332d50e91925eb9b614bef,1083304802
11723d1d472bf1a3fdd8b72c,1164467171
01f8b6799e2910f7769db175,960184866
a0d5001f7dd42d7f0c91d2a9,588581269
d4439c35bcb88e1490916c67,682648199
4a73dad0ff8a5262e8b07c4b,1010761020
3dd8085a65f24b497ea59557,1111597530
39ef085809bc80e32e7b6af6,1312894877
b98ee16e8fd7d1c75a9da13c,1312987281
16deb26bf740fa61e258f545,1026269160
732a3bd457d7798e1fd892f6,682367705
1376058cb128a1c7729cd2e9,779894641
cac7e7c3e13af91bdc7107e8,984727736
9f3dfa6e1422f6aeac527c61,473424333
4dd3d1288ccb66ee4fb9c097,1175252595
15fb97d6a43731d61e95d004,857782349
dac29573163315edf99e0e7a,583839440
b93f2864087d41c3c92d43c3,766790205
cd4656aed92f5c0a0b6b7c0c,766790205
556210496090b42ac10cf1b8,1385442376
762979729fb21e56a32ed14e,1385442376
ea935b76abe664d5e2c4736f,640423254
40e9ef1e7c6749b7a8d04ea9,617719281
058265732a484ac8d5497f5c,584438456
6f52ea8340cdd283f9a79720,756243277
cafe7c1ee67458e05c84d5fb,801302565
3f45ed2f08a2b03b738fbb5e,607177527
f203b18854b75c4564d7a17d,830563589
d5333f639d11bc3ab073ed72,823118523
c14f644116669a160446a945,428942879
de585856ff546e00a5a4672e,521279240
7a80663cae7c191b5d025fa0,671445327
71f80198e68fbba902650b1a,537691648
f3523e0626df8cea803ead0f,582771386
619abd5f978b1573761be86d,571578881
17a2323b855e93533a9f09f2,549316555
38e8630f2c05ea38e2257c21,724115055
1e3798d739f85ee0e5a314ca,550918818
46d0544f411bbfb6b452858c,657018441
605e7a71eecb13b23ffca0c1,601110901
7515b37b7ae7c62f3dafbe7d,604593219
28be121ada9c9303be802474,623473798
331d54f8a1bd3dabce73d6d9,831829483
22d167639ccaace593dffa31,936539169
36cd68fc3ffab79fcaa340ab,618175787
db924733e88c361cdfab874a,1002138261
64eea2e9a13a8edfe8ac7027,812800868
97fe6eeed892111bfa20255b,1029557431
b54e6757829ac95e2076d954,789383513
dd59b8122458557041903207,734512412
b35c58fc1c05a77433025318,978087880
c41964afa164d8b75f8dbe92,699694685
96b3ea80cce599b68f96f86e,785433168
a4bc87ad4f1ad97c0a63d843,773330339
16e62269e6aa2ea052d05f71,559311603
518b37b51f824fa0fb5075d3,986737257
e083d83369cbc93fb94842a1,780835903
57deff02895d5286eda10d89,994161161
7ed35835fbe694bc237abe38,683208987
b48efa9ddf36e85164354f26,872691481
5910c9b29a1025bada93a5e1,753348150
10a650e8cb5425c97f08f68a,784170905
9e0feca2ec3043ae6f840631,887499996
35ce37bbecac6b164fa21e6c,877542456
c4955010d066e013812a85ea,816252807
d5a83c31bec18d1c3eb9af7d,526711432
70217bd08583854329722821,716620563
28e748e7aa0a447731e06706,722877364
27929c0a3e0fd2d6d2969e03,610050836
5c5ea0d8bae75e0a5c88414f,915224221
2233f50cf7b04791cf1ddeaa,669845219
bf430621f17dcaf17fb91ac7,771466363
d8dc9de06461e0220bc55906,685431334
d988975f8c4e6ee8fd8dc1e1,756304750
bab884e0f99df269805e83a4,974620438
8fa9b20af1508af7a01e2267,1123390217
b6f195d44ddbe10b78b97191,644353058
2ab0eeac4a228d5769fb4365,657636833
347a4deda03bfdde6d1c163d,684497859
17230f18b30b94606fea047d,557343281
eab4ae491bbbe7b8ab107229,957691431
07c753474a847bf2bccd55b7,1055820263
b7ce05400f0261743073e072,682578902
4a33d213841d2af537aa967a,811567046
04eb0b590ce7483c615b043b,836764387
a01a51af09a3dc387a18b58c,548070588
270b930a9e22d5016ffa4019,1178433791
5ed1320fe84a518e267ff537,1116994189
f04b574dc221473cfd616e22,638060559
6f7e390aa6135019dc5a828f,713589346
776d4a19fb3852fe6dcd3ddb,625245929
b7f164b79658952248866c34,708843619
aafeff5826516e363471e439,630733455
eba6a2b80a17a846ae560ece,481322136
90e62f8656ae504bf6175e0d,498716267
dc4331d09a1e36baaa6bde53,534142316
372d67ccb9d251e290891f0a,643276437
a7801c67a0ddd71c50ba38d3,612368553
e4d6b81f169cab8ea0244d75,630395103
cd5c6655243a4be0912bc92a,1032408237
f7a7281a19733251134364fc,982416570
a716ec25a219961fbe90f367,1332378939
8bd45966c16d4eafb49ee2a2,1203702429
baabbdaa5e8f69fc90d303c1,1322246736
8bed46960db1b2a7954ffbcb,1514240573
dbc123f9502159d660f375ca,1267488651
a4683facc81ccda10e9ae388,1388557763
3a576586fa1aac85c2ffb75b,1120655554
b1fb98d0ba25b21c6647d423,1373309826
97fa4be3ed93c37c048f507c,539646566
cf184cc576effe39c0f857b8,627884005
784f67fcb2d009d352740ed1,620656641
f4d6ce332121f814aa663fca,765480956
c87ae84ef029febca1e633e8,639570412
e876c6fd9c161861fb92ad5a,929973336
9047c4764f2c6b1a10b87e99,1523503111
234c94e9a248ae57bb5a0771,689980291
a49c2976ca4f24f3a6b622e3,492716765
ffc171cf73514bed077339a6,672578313
fba83f5feea2522888377066,606015950
1a593800d5785ecc36c25ead,1104548099
ab157c9601861dc387a91b82,768442142
f87f8003f15b0fbc12609514,601219569
f44d035ea2b15b2c69d4da50,849978090
fc815b59cce7934f816f0502,750846696
32915b77ca68000ba9eed6d8,662332569
cb083fa7ff634f424a351840,584594787
4f3c7b9bc78f882f858b3d3a,576827138
53d33316e237830ad463a26b,551192729
f5d852e25d51377686c43bc8,702416976
64731b6eaf4fd2bb6c155013,1067183176
dad7e45e4706ab2564ef9cf1,652097148
255914e9b13ad94efa6ed365,824748966
5a8950a64b4aea4ac13dad45,762441845
70f51b4abf26651111305b1b,1120327527
8919ca18fff7571002e440ec,1081561744
f776a4e0c8c82b3d29756b34,1385583557
7ea4af39a7e577ffbd600f0d,818739876
45fc0d46c7a4df7ff6976fce,761427185
7cdcecc706fc7c79cce45b20,944332058
3503f56e09e639be4762ff2d,675609413
f70ac0d227db6f5333aa821e,742479265
20db610da64f80afc1621b12,534934142
c80ef212c870e2f20ed2234a,708677801
7dc68d5cac1b7fcdab35586e,436779683
a478fb93a131fee4119bb9f9,1025860933
7749b2b534213ec7b536372b,576957746
43e59f5312e304fc21c1e052,979335338
82a7920524816f3db7f5a4ca,1087910471
1a7e331d9ff88ae5efafa8ea,1054617983
