"property_id","price"
"d56159653f5d2abc5ed5acd7",3573888.34707201
"45550aa81c0151f1fd9fd8fe",41141971.7017697
"735deef3382aa15930482f3e",748097917.854408
"0dd49fa8bb7be52b851c6dc9",922962193.503297
"7d3220a91e78f8bc2924d1cd",6918259.62758021
"d3054072b2175deec2c1f8dc",11244393.1164621
"b7574b06d593fca4eac59815",2981565.28611253
"79e822115c5c1a4531366001",10437417.5150605
"d3ed5316a463d38c1bd321d0",46085.5415337938
"2f1880c9b8f7ac2715e1236d",289259.348473151
"dcca1c7f109175760ff531c6",52278944.8217317
"dfc4f3facf91bbd93ee0fa4d",13972643.2620594
"30e134a6cbe61d7954d0f56b",88452775.2762415
"385fee7bd9ad7722d45dd034",764876.829589763
"87199c236bf22903d1aafdd0",1543470.70580933
"19e19ad0cd6b5e84d8aa970e",2058018.80633681
"907f968e78d748fde69dd44f",1557823.9577833
"be094e5db0f784e3aa013aae",26779865.0271851
"7ab96f83915bc84f8c03c1bd",56009935.7793494
"07f4aa9b9ff5b0b05d31e6c0",419165.487858134
"e9be8cd37abed8ab510ba1f5",2699102.09435196
"5f6ad58df27b562db077b5ce",10324262.3165998
"ee96d947484aaace40f9b77f",37403.9100678823
"15c4aef8401208054697b81e",117286206.61735
"22d6cb11333f2839b8112b89",503155.466562741
"288c09c33907dadbae495c11",15021197.3121833
"f71d2bca0c5fe2720a1544c4",1595423.84731973
"451744cf3ce55a98db8a3562",3856394.15767932
"fba9ae05a6a8a9e0c6268a9f",25378470.9881413
"1338e58f7dcebf5a1ea59388",79782799.7098314
"a817e8da0ada143ac87277ee",743967121.666695
"46d8bb3e9a0ca584d3c7a317",1845805566.62602
"b2506aa9463aebf01e1e00ca",6401963.67781692
"7ec025b9b6e6f33bf65af41b",21205072.4294415
"2ff531e27672ecd2362eed55",85174.9596292332
"9b3cf0d1b91b9c6a2a887647",94953550.8641706
"7db5291ce4602d9b2b266872",9035054.76425085
"65d5918e826c33bb950fc008",13116823.5437783
"395c34e4b8f52cbdb0522459",739905.986519301
"855f4b67d2bd6d18fd03d8e7",2375900.83454253
"9ff06409b37e5b5dece4604a",199675017.552652
"0508cd7bd2c77ebb6fea1e56",40157809.3631991
"b45fff2e718e54772d46a3fd",712927009.84974
"cf4d2297b73dbc357d21e31b",149609591.220602
"0ada7044c5b29925abc90879",224891087.018259
"6305f02255274ab5fb6bd39c",193776922.264155
"d9a94194ae1350512beff3e6",4207697.5148421
"e3896296cb80d50d9ad3f903",9202559.57517413
"6514f355887c64136edb5595",128738537.881611
"f03400cc18e12903b3ffbe5a",50572007.3979898
"4e134600155a64783b3f8c3e",895629.597916917
"d63ebc63c82fbf66d8b6ffd3",606911851.936042
"1bd64811bd59706844230198",298349.224531077
"a83921284639eedd4a511cb6",13540632.267519
"a2f3f7a1cd573e2a33f52e2d",55373240.4074879
"47344a66471fa51f61c64652",48152068.2236369
"78fd849c9429091347d7e5c9",143691101.088296
"c3daf2abea55af99c9579319",75841013.560017
"52864916eb1984abca41ec66",183841915.609446
"c62494a9d7aede44f2f84023",906671.081524673
