price,property_id
667788039.869571,d56159653f5d2abc5ed5acd7
1079825862.38178,45550aa81c0151f1fd9fd8fe
978118315.61551,735deef3382aa15930482f3e
875248463.011953,0dd49fa8bb7be52b851c6dc9
885002618.099878,7d3220a91e78f8bc2924d1cd
608507613.998521,d3054072b2175deec2c1f8dc
628140894.776082,b7574b06d593fca4eac59815
621767382.69925,79e822115c5c1a4531366001
831064390.267406,d3ed5316a463d38c1bd321d0
746714295.310615,2f1880c9b8f7ac2715e1236d
733389089.790443,dcca1c7f109175760ff531c6
515102144.16537,dfc4f3facf91bbd93ee0fa4d
417054838.440481,30e134a6cbe61d7954d0f56b
549421516.135262,385fee7bd9ad7722d45dd034
524453536.127147,87199c236bf22903d1aafdd0
606677230.834901,19e19ad0cd6b5e84d8aa970e
771061790.938347,907f968e78d748fde69dd44f
552169147.78333,be094e5db0f784e3aa013aae
598995238.901429,7ab96f83915bc84f8c03c1bd
945835924.223964,07f4aa9b9ff5b0b05d31e6c0
933382241.057316,e9be8cd37abed8ab510ba1f5
677499335.564126,5f6ad58df27b562db077b5ce
797534027.306894,ee96d947484aaace40f9b77f
1135478487.77249,15c4aef8401208054697b81e
1094650743.02354,22d6cb11333f2839b8112b89
956527706.939389,288c09c33907dadbae495c11
607955387.80329,f71d2bca0c5fe2720a1544c4
688930812.057909,451744cf3ce55a98db8a3562
514350230.224376,fba9ae05a6a8a9e0c6268a9f
617135292.902943,1338e58f7dcebf5a1ea59388
484392011.326532,a817e8da0ada143ac87277ee
720423703.28648,46d8bb3e9a0ca584d3c7a317
570458600.370175,b2506aa9463aebf01e1e00ca
588329858.783347,7ec025b9b6e6f33bf65af41b
722184458.745943,2ff531e27672ecd2362eed55
699729165.983101,9b3cf0d1b91b9c6a2a887647
497547947.78461,7db5291ce4602d9b2b266872
549744279.494937,65d5918e826c33bb950fc008
618052150.558484,395c34e4b8f52cbdb0522459
958802003.670195,855f4b67d2bd6d18fd03d8e7
564339932.067056,9ff06409b37e5b5dece4604a
517111892.905103,0508cd7bd2c77ebb6fea1e56
582742871.387843,b45fff2e718e54772d46a3fd
514525738.711508,cf4d2297b73dbc357d21e31b
626581074.650685,0ada7044c5b29925abc90879
709514788.30526,6305f02255274ab5fb6bd39c
833077590.054157,d9a94194ae1350512beff3e6
893940255.870555,e3896296cb80d50d9ad3f903
868452706.635969,6514f355887c64136edb5595
1104428151.10726,f03400cc18e12903b3ffbe5a
823169298.666304,4e134600155a64783b3f8c3e
836672233.446361,d63ebc63c82fbf66d8b6ffd3
866096788.689647,1bd64811bd59706844230198
673320929.043471,a83921284639eedd4a511cb6
806082995.502699,a2f3f7a1cd573e2a33f52e2d
788052213.398274,47344a66471fa51f61c64652
777138487.568072,78fd849c9429091347d7e5c9
815629313.834998,c3daf2abea55af99c9579319
955272321.818679,52864916eb1984abca41ec66
1000614106.04502,c62494a9d7aede44f2f84023
927860793.257705,a2b576643f7a032371587e5e
603191652.613983,e53bc68f0e97ccead24f3e56
823436697.678796,fd82c710aad91bc90af490fe
1040124178.30574,d436abc2ee37ba3dd561e940
829969807.843792,216a598114a403676011cb51
993411076.121005,ea230d5eccd2b687888173bb
539802856.19428,18bd0dd7580f2a7cb19a90b9
490350443.444621,b143c8ca6d334f6a73c3f2a0
598995238.901429,ab388cb4fa511968783bafee
612145230.685901,6a4f08cd04d558a56af732d9
528065035.804123,7216c895aa047c4f405c4941
801073903.059141,a493488dcd906dc74cf8a604
613354232.465094,7844b0b2bc65dced90a355c6
674842637.098425,c1976383069b6b82ab29d092
525729018.884134,e5cfd99e2308b7b73581dbdc
527477012.423633,c18c2ea88f4ac53970b53d2c
826294910.363101,842c9f0e4edf1e5a672ce15e
647367848.167863,7dd1e46dcbddc6bf5ef694de
751853564.120327,6cc4f32b39180bd1ec7e117b
871745184.553582,79e643789a85dc4ffad49a25
933804401.825038,b3402a9173d289d6db78e09d
879573560.769477,a446507813234e358db8b573
730886005.890081,c8ef57ddfb35061d1876f94e
878706721.619856,360be0df2c003005e3db080e
827048632.918456,9ab245a4c91877cb7a8661ce
913643309.546307,a57a34c7486e7a40e8deb316
755939151.372418,ceba7d0f56f6cb03538962fb
859583405.728417,d5475993f9db58c3e4baf7a3
767464914.174388,d37a1dda09e30da13ff5bfc3
677499335.564126,68a8b8d077a8232723bf37e9
668721632.847175,e1eea7716ca6490b7640717a
786114926.762213,4ae6d75b10848d259ecba576
936878082.804036,17afbce5c0b56732abbea936
955272321.818679,84a2673eccd3cf3bd7fd3eb0
1094427246.14651,f2f4e6cbafe527b155707f01
1027397969.09848,de2e3a592cda5b76c9573c5c
